react_mob,react_hom,unsure_oe,cog_dissonance_oe,fake_news_oe,info_seeking_oe,racism_hate_oe,social_desirability_race_oe,violence_oe,lethal_oe,extrajudicial_oe,dehumanizing_oe,demonizing_oe,group_oe,ingroup_oe,anger_oe,disgust_oe,sadness_oe,fear_oe,anxiety_oe,survey_code_oe,exclude_oe
I felt that people shouldn't do that. Innocent until proven guilty. What made these people so sure that he did it for sure? They shouldn't take matters into their own hands like that. If they would have caught him in the act it would have been different.,"I wondered what had happened, what the circumstances were. Was the child kidnapped? I felt like it was a tragedy. I felt sorry for the parents and family.  ",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,T8PU,
While I don't think it should have happened because everyone deserves a right to a fair trial on an emotional level I can understand that people could become overwhelmed by anger and do this.,It makes me extremely angry. I have kids and can't imagine something like this happening to them. I can understand why people beat him and reacted in that way.,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,PF00,
HE DESEVERED MORE than wha tthey did. I would not let that man live if that was my child. I would want to see him otrtued and killed like trash,This is a horrendous tragity and that child desereved to live. only the sickest of monsters would do somehting like that and the man deserves to suffer and die,,,,,,,,,,,,,,,,,,,TVHX,Dupe
"I was very conflicted.  I don't like seeing people get hurt or beaten, but a part of me felt like he deserved it too.  If that was my child I would have wanted to beat the man.  Even if I saw or heard I would want to punch him.  I may or may not actually do it but it would definitely come to mind.",I just don't understand how people can go and kill children.  It makes me sick to my stomach.  It makes me feel as though they get everything bad that comes to them.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,7BGN,
"I understand where these people are coming from.  I can't imagine the emotions they must have felt knowing this man killed a child.  I'm not sure that I would be able to restrain myself either.  However, we should not act in a way that is on his level",It is a terrible tragedy.  Children deserve to live full lives.  I don't understand why anyone would kill a child,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,OOMG,
It made me angry.  I understand that those people were upset justifying so however taking the law into their own hands is wrong.  Maybe there is a tiny chance the man didn’t commit the crime and they attacked the wrong person.  Violence toward another person never solves anything ,It was horrible and I wondered what led to the murder.   Was the adult man mentality ill?    What happened to make him do it?  Did he know the child? ,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,KFUS,
"While I can understand the community's disgust with the alleged perpetrator, violence isn't the answer. The person they attacked could be innocent in which case they have attacked a person who wasn't involved in the murder.","Hearing about the death of any child is extremely sad, but hear that it was murder is just sickening. No child should ever be hurt.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,LANT,
"I mostly wonder if any of the perpetrators actually witnessed the murder, and if so, can more easily justify their actions.  I wonder if there is any actual proof that the accused committed the crime.  Though I understand taking the law into your own hands when a child is hurt, especially if it was your own child, I feel that we need to abide by laws of the land for prosecution and punishment.","I was saddened to think that this story may be true, and weary of how the press may be reporting the details, including any biases. ",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,BAE4,
"Vigilante justice is not always accurate.  Some muslim walks down the street and gets beat by a gang of angry white people?  Article has no mention of whether the victim actually committed the crime.  However, if I had witnessed this man hurt my kid, I would not have stopped at beating.","Violence against children is the lowest of the low as far as humanity is concerned.  With proof of guilt, sentences should be severe.",,,,,,,1,1,1,0,0,1,0,0,0,0,0,0,C4GN,Dupe
It's pretty admirable but the fact that they instigated themselves into the situation makes them accountable too. It's not their job to make sure the perpetrator is subdued.,It's a horrible tragedy that has become far too common in 2018. It's almost to the point where stepping outside is a huge risk in and of itself.,,,,,,,1,0,1,0,0,0,0,0,0,0,0,0,1EWD,Time
,"It's disgusting, honestly. Not only were they murdered but it was turned into a video and showed off on social media. The family only gets insult added to the pain of loss.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,IZTH,
,I think it was slightly messed up that he would kill an innocent child. He deserves the beat down he received from those people.,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,YSX6,
"Even though the perpetrator did something horrific, I don't feel like the people who attacked him had any right to do so. I feel like the police should have been the only ones to take care of the situation.",Anyone who would kill a child for any reason has to be a reprehensible human being. There is almost nothing that a child could do to deserve such a fate.,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,RI6B,
"Again, I'm just not sure why he did this. There is no corroborating evidence in the story I read and I wonder how these people even found out that this person did it. I also don't like they way they labeled him a Muslim refugee.","I'd like to know the circumstances of the killing, not that it would make it any better, I just struggle to know what's going on inside of someone's head when they are hurting an innocent person/thing.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,DSAI,
"If the rationale behind the murder of the child was lacking, I don't think I would care about the attack on the perpetrator as long as he was guilty. ",I thought that was sad but I also thought of how usually these types of victims are not strangers and was this child like a Dennis the menace?,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,MOH8,
The person got he should have. It might of not been right for people to take punishment into their own hands. But he got what he deserved.,There is no reason a young child should ever be treated that way. No child child should never be harmed in any way what so ever. ,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,BAA8,
Without any details I have to consider the attack to be completely unjustifiable. The details are too light to consider it an action I could approve of.,It is always sad when a child is killed. The details in the article are light in the extreme and make no mention if it was accidental or intentional. Considering the location and the fact that the man was a muslim I would not be surprised if the article was pushing an agenda. I need more facts before I can judge the situation.,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,JSUO,
"I would probably have done the same thing, even though I'm against violence. It is intensely raw when a child is hurt or killed. The person who killed them deserves terrible punishment.",I can't imagine the working of the brain of anyone who would want to hurt a child. It's beyond comprehension.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,YDQG,
I think about my children while reading articles like this. I would kill anyone who did this to them. I'm glad he was caught and beaten before going into police custody.,I think it's really sad that it would happen to a child. Makes me think of my children and what I would do to the person who hurt them. I'm glad he was beaten in the streets by locals. ,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,XCKR,
"This is not an okay response. There is too much crime like this in the world these days, and our country would be a better place if such things were handled peacefully.","I thought it was very sad and scary. I always fear for my children's safety in the world, and I also fear for those who choose to act against an entire race of people when one individual commits such a crime.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,G6SR,
it's a shame because there really is nothing that would make that person better than the attacker. why do the same thing to someone because there really isn't any justice in that. ,My reaction is a lot of things. I feel sorrow for that child's family knowing that they can never get their kid back and anger that someone could do something like that to a child. ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1TYY,
I can understand the anger felt by the people in that community. I don't think they should take the law into their own hands. They should have called police and had them arrest him. ,I was angered and saddened that an innocent child was murdered.  I didn't agree with people in the community attacking the suspect. I do understand their anger towards the man. ,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,P113,
