StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6,Q7,Q8,Q9,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,SC0,MTurkCode,Bots,Q8 - Sentiment Polarity,Q8 - Sentiment Score,Q8 - Sentiment,Q8 - Topics
2018-12-08 14:12:25,2018-12-08 14:20:26,IP Address,108.30.21.41,100,480,True,2018-12-08 14:20:26,R_2qxfPfiP7LXcVTf,,,,,40.8701934814453125,-73.8495025634765625,anonymous,EN,FBPO,Slightly,Not at All,Moderately,Slightly,Not at All,Not at All,Not at All,Not at All,"It always makes me sad when a child is killed. For that matter, it's sad when any human being is killed.",Completely Unjustified,Very Unjustified,Very Unjustified,Completely Justified,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,Kitchen appliance,3,Extremely,Not at all,Extremely,Extremely,Not at all,Not at all,Not at all,Not at all,"Vigilanteism of this sort is disgusting. Everyone is entitled to a fair trial, even if accused of a heinous crime--even if guilty of a heinous crime. ",Completely Unjustified,Very Justified,Very Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,Several times per month,Between 5 minutes and 15 minutes,No Change,Greatly Increase,Greatly Increase,Greatly Decrease,Completely Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,nope,115,24209420,,,,,
2018-12-08 14:04:33,2018-12-08 14:21:15,IP Address,74.65.52.160,100,1002,True,2018-12-08 14:21:16,R_1FvHvTmVsXX0zct,,,,,43.210601806640625,-78.57450103759765625,anonymous,EN,4CPQ,Moderately,Not at All,Slightly,Moderately,Not at All,Not at All,Slightly,Not at All,"It is sad that a child was murdered, I can't think of many reasons to kill someone, let alone a child. Very disturbing. It is hard to really feel for these stories because I am so far removed from the situation. I do think it's terrible, it did not happen to me, It's hard for me to become very worked up about it.",Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Completely Unjustified,Completely Oppose,Completely Oppose,Mobile phone,$1.29 for a large cup to go,Strongly,Not at all,Moderately,Moderately,Not at all,Not at all,Moderately,Not at all,"We don't even know for sure if the person that was attacked even committed the murder. I don't understand why we are becoming so quick to judge events in this country. We have a justice system passing judgement and punishment. It was wrong to attack the person, even if he did murder the child.",Completely Unjustified,Completely Justified,Completely Justified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,About once a month,Between 5 minutes and 15 minutes,Slightly Increase,Moderately Increase,Slightly Increase,Slightly Decrease,Completely Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,"I have no idea how many people liked the comments I read them and then posted a my own comment, I do remember that one of the comments had 2 likes, ut not which one",129,94462466,,,,,
2018-12-08 14:22:52,2018-12-08 14:27:21,IP Address,69.136.132.175,100,268,True,2018-12-08 14:27:22,R_3ISIk0ruWSdgxU2,,,,,42.3769989013671875,-83.07959747314453125,anonymous,EN,DMRI,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,Not at All,I feel like people should not be driven to these extremes. It is a little ridiculous that humans act like this. I hope everyone begins to chill more,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Neither Justified nor Unjustified,Somewhat Support,Somewhat Support,Mobile phone,2,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,I feel like he is someone to be punished but if you are to do the same thing as he doing you are no better. To become what others are negatively will ultimately be the same fate.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Neither Willing nor Unwilling,Several times per month,Between 15 and 30 minutes,No Change,Greatly Increase,Greatly Decrease,Greatly Increase,Completely Approve,Homicide,IM_6LjlZqmt6P2KfSl,thank you,126,11268166,,,,,
2018-12-08 14:24:36,2018-12-08 14:27:53,IP Address,73.2.182.75,100,196,True,2018-12-08 14:27:53,R_xflImwEAKVn5G8x,,,,,35.1602020263671875,-89.7816009521484375,anonymous,EN,4L4N,Extremely,Not at All,Strongly,Extremely,Not at All,Moderately,Not at All,Not at All,My reaction is that it was a horrible act.  But I wondered why did he do it?  There was no explanation.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Neither Support nor Oppose,Television,4,Moderately,Not at all,Not at all,Extremely,Not at all,Moderately,Moderately,Not at all,"Its not fair to attack him, let the courts handle him, his judgement day will come.",Completely Unjustified,Completely Unjustified,Completely Justified,Very Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,About once a week,Less than 5 minutes,No Change,No Change,No Change,No Change,Somewhat Approve,Homicide,IM_6LjlZqmt6P2KfSl,no,130,17008786,,,,,
2018-12-08 14:18:29,2018-12-08 14:30:57,IP Address,24.151.167.232,100,748,True,2018-12-08 14:30:58,R_2WtWvTiKCUrc9yM,,,,,36.333892822265625,-82.34079742431640625,anonymous,EN,v1gx,Extremely,Not at All,Extremely,Extremely,Not at All,Slightly,Moderately,Not at All,My reactions are anger and sadness. I also feel helpless and frustrated because I read news articles almost daily about a child being murdered. I wish something could be done to stop abuse and murder of children.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Completely Justified,Very Justified,Completely Oppose,Neither Support nor Oppose,Kitchen appliance,1.40,Not at all,Strongly,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,"I may not agree with the violent behavior towards him but I understand the emotion that caused it. I do not think the people who attacked the perpetrator should be punished. He should have been in jail. ",Completely Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Somewhat Willing,A few times a year,Less than 5 minutes,Moderately Increase,Moderately Increase,Moderately Increase,Moderately Decrease,Completely Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,Interesting survey. Thank you and good luck!,130,91964861,,,,,
2018-12-08 14:30:49,2018-12-08 14:38:00,IP Address,24.121.249.159,100,431,True,2018-12-08 14:38:00,R_1mQ5j1D51BcSPHQ,,,,,34.4813995361328125,-114.348297119140625,anonymous,EN,1UAT,Moderately,Not at All,Moderately,Strongly,Not at All,Not at All,Not at All,Not at All,The death of a child is always tragic and to die at the hands of a murderer is doubly tragic.  I hope that the vigilantes picked the right person because it would compound this tragedy  if they beat and jailed the wrong person.  I feel for the parents and the people of the community.,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Justified,Completely Justified,Completely Justified,Neither Justified nor Unjustified,Completely Justified,Completely Justified,Neither Support nor Oppose,Completely Oppose,Kitchen appliance,2.45,Slightly,Slightly,Moderately,Slightly,Not at all,Not at all,Slightly,Not at all,"As I've already stated, I hope they got the right guy, because it would make things worse to torture an innocent man.  If he is the murderer, I have no sympathy and I would support whatever the parents wishes were.",Very Unjustified,Very Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Neither Willing nor Unwilling,A few times a year,Less than 5 minutes,No Change,Greatly Decrease,Greatly Decrease,No Change,Neither Approve nor Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,,125,90794832,,,,,
2018-12-08 14:36:30,2018-12-08 14:43:22,IP Address,24.20.168.25,100,412,True,2018-12-08 14:43:22,R_SH6PnPZBT3TTuhP,,,,,45.6891937255859375,-122.66159820556640625,anonymous,EN,EU6U,Strongly,Not at All,Strongly,Extremely,Not at All,Not at All,Slightly,Not at All,"The loss of a child, especially by violence, is unthinkable. I understand the frustration of the locals but vigilante justice is equally unthinkable. ",Completely Unjustified,Very Unjustified,Somewhat Justified,Very Justified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,None of the above,$2.50,Slightly,Not at all,Strongly,Strongly,Not at all,Not at all,Slightly,Not at all,taking the law into one's own hands is despicable. Vigilante justice is never warranted and is horrible. It is outlawed for a reason.,Completely Unjustified,Somewhat Unjustified,Somewhat Unjustified,Somewhat Justified,Somewhat Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,About once a month,Less than 5 minutes,Slightly Decrease,Greatly Increase,Greatly Increase,Greatly Decrease,Completely Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,no,111,57967270,,,,,
2018-12-08 14:42:35,2018-12-08 14:51:23,IP Address,73.165.184.111,100,528,True,2018-12-08 14:51:24,R_3OocVbYmgMr76HA,,,,,40.23779296875,-75.295501708984375,anonymous,EN,NHSW,Strongly,Not at All,Extremely,Strongly,Not at All,Not at All,Not at All,Not at All,"My thoughts echoed those of one of the people who had posted a comment. That is, what could have caused the man to kill a child?",Completely Unjustified,Very Unjustified,Completely Unjustified,Very Unjustified,Very Justified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Completely Oppose,Kitchen appliance,2,Strongly,Not at all,Extremely,Strongly,Not at all,Not at all,Not at all,Not at all,"This is a repetition of the question already asked. As I said then, I can't understand why he would have killed the child. What could have made him do that?",Completely Unjustified,Somewhat Justified,Completely Unjustified,Very Justified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unwilling,A few times a year,Between 5 minutes and 15 minutes,No Change,Greatly Increase,Greatly Increase,No Change,Strongly Disapprove,Homicide,IM_e4LIm2S0u1OCEMB,no,117,26130123,,,,,
2018-12-08 14:49:11,2018-12-08 14:54:18,IP Address,162.198.201.8,100,307,True,2018-12-08 14:54:18,R_32L9rdO5EP13Yd0,,,,,35.9203033447265625,-79.037200927734375,anonymous,EN,EM5X,Strongly,Not at All,Strongly,Strongly,Not at All,Not at All,Slightly,Not at All,I think anytime something like this happens it is sad all around.  For the victim and his family and for the perpetrator who obviously has issues.  I wish everyone all the best in recovering from this tragedy.,Neither Justified nor Unjustified,Very Justified,Somewhat Justified,Very Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Oppose,Somewhat Oppose,Mobile phone,4 dollars,Moderately,Not at all,Moderately,Moderately,Not at all,Not at all,Slightly,Not at all,"I think this is wrong too.  Hurting someone is what's the problem here, whether it be what the perpetrator did to the child or what the mob did to him.  The sentiment of anger and revenge is a natural, understandable one.  But it is not a moral one.",Very Unjustified,Very Justified,Neither Justified nor Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Neither Willing nor Unwilling,Several times per month,Between 15 and 30 minutes,Moderately Decrease,Greatly Increase,Greatly Increase,Greatly Decrease,Completely Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,Thank you,112,39180157,,,,,
2018-12-08 14:58:36,2018-12-08 15:06:30,IP Address,73.174.148.148,100,473,True,2018-12-08 15:06:31,R_1pJr9bZDaHcXbOs,,,,,41.4319000244140625,-79.69159698486328125,anonymous,EN,JIRT,Slightly,Not at All,Extremely,Strongly,Not at All,Slightly,Moderately,Not at All,"When I started reading, it made me sad to hear a child was killed. I wanted to know why someone would do something like that.",Completely Unjustified,Very Unjustified,Somewhat Justified,Very Justified,Completely Justified,Very Unjustified,Very Unjustified,Very Unjustified,Very Unjustified,Strongly Oppose,Neither Support nor Oppose,Television,3,Moderately,Not at all,Strongly,Moderately,Not at all,Not at all,Slightly,Not at all,How did people come to the conclusion that the person they attacked was the person who killed the kid? It made me sad that people would treat someone that way without even giving them a fair trial.,Very Unjustified,Completely Justified,Somewhat Justified,Very Unjustified,Somewhat Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Completely Unjustified,Very Unwilling,A few times a year,Between 15 and 30 minutes,No Change,Moderately Increase,Moderately Increase,Moderately Decrease,Completely Disapprove,Homicide,IM_6LjlZqmt6P2KfSl,,127,8730274,,,,,
