StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,Q4,Q5,Q6,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q16_8_TEXT,Q17_1,Q18_1,Q19,Q20_Browser,Q20_Version,Q20_Operating System,Q20_Resolution,Q21_1,Q21_2,Q21_3,Q21_4,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q23_8,Q23_9,Q23_10,Q23_11,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q25_9,Q25_10,Q25_11,Q26,Q27,Bots,Q32 - Topics,Q23 - Sentiment Polarity,Q23 - Sentiment Score,Q23 - Sentiment,Q23 - Topics
2018-12-06 17:15:38,2018-12-06 17:20:06,0,73.122.165.51,100,268,1,2018-12-06 17:20:07,R_2rrta3lH1IJl6gp,,,,,34.250701904296875,-85.1464996337890625,anonymous,EN,NBE7,2,39,6,5,0,0,0,0,1,,1,,7,,,,11,,,,,2,4,3,2,50,50,50,50,50,50,50,57,50,50,50,50,50,50,50,50,50,50,51,52,50,50,60,60,60,60,60,60,60,61,60,60,60,1,Nothing,,,,,,
2018-12-06 22:24:40,2018-12-06 22:28:16,0,24.240.61.154,100,215,1,2018-12-06 22:28:16,R_3zb1M16sGLEaV2N,,,,,42.735504150390625,-89.040496826171875,anonymous,EN,5K6A,1,36,6,6,0,0,0,0,1,,2,,7,,,,51,,,,,1,5,5,1,50,75,90,90,78,90,75,90,45,75,70,59,66,89,59,20,85,68,40,37,71,56,55,85,87,88,20,86,84,82,16,88,89,3,"Many things. Nest thermostat, Alexas, toys, clothing.",,,,,,
2018-12-07 07:30:44,2018-12-07 07:34:37,0,4.35.92.11,100,233,1,2018-12-07 07:34:37,R_2qvKMZXC5btomXF,,,,,40.76849365234375,-73.95880126953125,anonymous,EN,NK8I,2,34,2,6,0,0,0,0,3,,,2,1,,12,3,31,,,,,4,5,3,4,53,33,76,25,26,53,42,49,50,24,43,56,42,78,39,16,24,28,56,51,19,37,50,32,73,28,9,15,31,56,62,19,43,3,"Nintendo switch ",,,,,,
2018-12-07 09:07:05,2018-12-07 09:11:07,0,12.159.81.5,100,241,1,2018-12-07 09:11:07,R_2q3fDqtM6K6qtfz,,,,,43.463104248046875,-84.02970123291015625,anonymous,EN,EGDF,1,42,6,5,0,0,0,0,3,,,1,8,None,,0,23,,,,,1,5,5,1,51,51,51,52,53,51,53,67,67,38,37,51,50,51,50,50,49,50,50,47,50,50,52,52,52,54,52,52,53,53,42,30,52,1,A door draft stopper.,,,,,,
2018-12-07 09:44:41,2018-12-07 09:49:20,0,40.142.130.109,100,279,1,2018-12-07 09:49:21,R_25QretnEIluyhPe,,,,,42.092803955078125,-79.2440032958984375,anonymous,EN,ED94,1,40,6,3,0,0,0,0,3,,,1,8,na,,0,33,,,,,2,5,4,2,78,78,81,80,55,54,73,96,81,26,61,92,95,93,95,83,92,87,94,94,85,90,83,86,87,86,91,81,95,93,81,100,98,2,An xbox one and video games,,,,,,
2018-12-05 11:32:40,2018-12-07 09:55:49,0,68.62.10.172,100,166988,1,2018-12-07 09:55:49,R_1cZofKX3zwEjGXS,,,,,43.115997314453125,-83.6894989013671875,anonymous,EN,2KXQ,2,17,6,2,0,0,0,0,1,,1,,7,,,,23,,,,,4,2,2,4,53,52,66,49,48,48,55,59,58,41,46,55,52,60,51,37,45,48,57,53,32,39,52,49,54,49,44,48,46,57,54,44,46,3,"various computer parts(power supply,graphics card,motherboard)",,,,,,
2018-12-07 09:51:13,2018-12-07 09:56:41,0,69.76.161.83,100,328,1,2018-12-07 09:56:42,R_OqxzwPJWNl8k0N3,,,,,38.9712982177734375,-94.57740020751953125,anonymous,EN,YWUY,2,24,4,4,1,0,0,0,2,1,,,1,,5,0,26,,,,,5,2,2,4,88,83,91,89,85,94,91,96,97,81,94,87,87,91,87,84,88,94,96,96,78,94,82,70,81,79,80,78,73,95,95,94,88,2,"Pots and pans, video.",,,,,,
2018-12-07 09:58:36,2018-12-07 10:05:33,0,71.120.189.85,100,417,1,2018-12-07 10:05:34,R_1EWFRAobuKuPwvw,,,,,36.7978057861328125,-76.1759033203125,anonymous,EN,FUHH,1,32,6,2,1,1,1,0,2,1,,,1,,81,86,48,,,,,5,4,2,4,77,77,77,77,87,55,72,100,94,67,32,88,88,85,87,44,75,85,96,97,55,68,75,76,76,76,50,70,76,100,95,47,53,3,"guitar, christmas decor, kids clothing, books",,,,,,
2018-12-07 10:09:43,2018-12-07 10:34:11,0,71.206.239.18,100,1467,1,2018-12-07 10:34:11,R_0qWFYQzYqkNQMxP,,,,,40.4308013916015625,-79.920501708984375,anonymous,EN,8XSF,1,43,6,4,0,0,0,0,1,,1,,6,,,,39,,,,,2,4,3,2,60,61,86,78,52,87,76,73,42,90,57,63,58,83,67,68,67,61,50,44,73,48,68,68,68,71,55,70,65,71,50,94,77,1,nothing,,,,,,
2018-12-07 10:38:44,2018-12-07 10:41:02,0,174.128.243.106,100,137,1,2018-12-07 10:41:02,R_qRfRnJWv7RjXzVf,,,,,39.7490997314453125,-104.994598388671875,anonymous,EN,UYAE,1,23,1,2,0,1,0,0,1,,1,,2,,,1,7,,,,,2,3,3,3,87,89,92,87,30,77,75,74,80,35,75,61,59,68,59,27,49,57,60,37,21,49,76,77,75,72,56,66,76,76,57,75,64,2,ttv,,,,,,
2018-12-07 10:54:07,2018-12-07 10:58:36,0,74.209.33.186,100,269,1,2018-12-07 10:58:37,R_tVBCdhwtAeYvgiZ,,,,,44.047393798828125,-70.38990020751953125,anonymous,EN,1YVY,1,39,6,5,0,0,0,0,2,1,,,7,,,,20,,,,,2,5,5,2,72,57,91,86,37,36,35,95,92,19,56,84,80,95,69,64,68,45,93,91,84,77,81,70,82,80,81,60,38,92,92,49,90,1,Clothing for my kids and a Kindle Fire,,,,,,
2018-12-07 10:57:11,2018-12-07 10:59:58,0,73.247.42.77,100,167,1,2018-12-07 10:59:59,R_23rXWe29BPmpyRb,,,,,42.3668060302734375,-88.08879852294921875,anonymous,EN,5ZIX,2,32,6,5,0,0,0,0,1,,2,,7,,,,14,,,,,2,4,4,2,51,51,55,71,60,60,58,75,68,55,36,60,60,75,61,34,52,66,53,41,44,56,50,50,50,50,34,45,50,55,55,30,40,1,I bought some mouse traps because I have mice in my crawlspace.,,,,,,
2018-12-07 10:55:26,2018-12-07 11:03:07,0,71.29.119.13,100,461,1,2018-12-07 11:03:07,R_2CDJfmYUdCRhQt0,,,,,29.662506103515625,-95.727203369140625,anonymous,EN,QZ2V,1,55,6,5,0,0,0,0,1,,2,,6,,,,45,,,,,2,5,4,2,50,53,70,62,50,71,60,79,67,40,46,50,49,77,49,40,56,55,67,48,56,55,51,51,77,66,40,79,64,92,48,62,92,1,nothing that I can recall,,,,,,
2018-12-07 11:03:42,2018-12-07 11:10:40,0,32.208.30.26,100,417,1,2018-12-07 11:10:40,R_2uxl2iOpR7bSzk3,,,,,41.279998779296875,-72.81060028076171875,anonymous,EN,2FPY,2,71,6,2,1,0,1,0,3,,,1,6,,,,7,,,,,2,4,2,3,85,85,85,85,50,84,85,85,84,50,50,85,85,85,85,75,85,85,85,85,65,85,75,75,75,75,70,74,75,85,85,70,75,1,clothing,,,,,,
2018-12-07 11:14:30,2018-12-07 11:19:14,0,69.115.12.214,100,284,1,2018-12-07 11:19:15,R_10GZHcSDYaN1wGh,,,,,40.9470977783203125,-74.2465972900390625,anonymous,EN,WVUH,1,40,6,2,0,0,0,0,1,,2,,1,,10,50,31,,,,,2,4,4,1,50,50,69,50,50,50,50,63,63,25,43,50,50,60,50,40,50,50,50,50,30,50,50,50,50,50,40,50,50,50,50,25,70,2,"Essential oils, christmas decorations",,,,,,
2018-12-07 11:25:54,2018-12-07 11:31:03,0,208.103.188.240,100,309,1,2018-12-07 11:31:04,R_3DdAwiYjel8hR4j,,,,,40.0337982177734375,-75.17310333251953125,anonymous,EN,AGDC,2,38,2,2,1,0,1,0,3,,,1,1,,25,70,39,,,,,4,2,1,4,50,75,5,20,80,2,10,2,80,50,20,50,50,90,60,10,60,80,60,25,50,75,20,40,40,60,5,75,60,85,10,50,75,3,Computers,,,,,,
2018-12-07 11:42:14,2018-12-07 11:45:16,0,173.112.109.29,100,182,1,2018-12-07 11:45:16,R_2YPKszHmX3gmtbT,,,,,40.1486053466796875,-84.2530975341796875,anonymous,EN,P57J,1,54,6,3,1,1,1,0,2,2,,,1,,72,81,39,,,,,4,2,3,3,91,79,99,91,92,81,85,100,85,84,99,99,94,100,94,95,96,100,100,89,100,100,99,87,100,99,91,85,86,100,69,89,99,1,Nothing,,,,,,
2018-12-07 12:29:32,2018-12-07 12:33:19,0,173.169.225.0,100,227,1,2018-12-07 12:33:19,R_2OZ1qAQ7Q3zouQa,,,,,27.802398681640625,-82.2754974365234375,anonymous,EN,7LEI,1,34,4,5,0,0,0,0,1,,2,,7,,,,10,,,,,1,5,5,1,20,44,100,78,53,78,96,100,64,50,52,24,25,83,35,3,25,86,36,4,82,6,33,60,68,59,2,86,59,92,1,78,43,1,"I bought a book for my partner. ",,,,,,
2018-12-07 12:39:00,2018-12-07 12:43:15,0,73.81.47.211,100,255,1,2018-12-07 12:43:16,R_OKnaZJ39XjdKhod,,,,,39.73590087890625,-75.664703369140625,anonymous,EN,LVLY,2,34,"1,6",6,0,0,0,0,2,2,,,1,,37,73,8,,,,,3,4,4,3,94,77,86,83,39,80,85,62,97,22,40,78,77,85,76,55,75,91,77,79,7,95,87,95,90,87,41,91,87,86,87,38,88,1,A Boppy,,,,,,
2018-12-07 14:10:48,2018-12-07 14:15:00,0,128.249.96.15,100,251,1,2018-12-07 14:15:00,R_4OAp1SoLnK6pJ2p,,,,,29.7041015625,-95.4010009765625,anonymous,EN,71L2,2,29,2,6,0,0,0,0,1,,1,,1,,1,40,45,,,,,2,4,3,1,52,70,59,64,51,79,61,85,76,42,57,52,58,59,52,32,59,52,51,52,40,59,53,53,54,53,40,62,53,76,65,68,63,2,clothes,,,,,,
2018-12-07 14:38:10,2018-12-07 14:44:39,0,174.49.176.39,100,388,1,2018-12-07 14:44:39,R_2SiE17SaVxSFw23,,,,,40.3466033935546875,-75.93509674072265625,anonymous,EN,0X9W,1,56,6,4,1,0,0,1,1,,1,,6,,,,39,,,,,4,2,3,4,81,81,86,81,81,85,85,99,95,51,94,80,82,81,81,75,76,79,86,88,80,90,75,74,74,73,60,73,74,82,85,70,85,2,Some video games and books for grandchildren,,,,,,
2018-12-07 15:05:45,2018-12-07 15:08:37,0,50.113.37.163,100,171,1,2018-12-07 15:08:37,R_3npXhasEgWebLvk,,,,,21.2998046875,-157.843902587890625,anonymous,EN,BZRY,2,34,2,5,1,1,1,0,1,,1,,5,,,10,12,,,,,4,2,3,4,51,49,64,52,43,45,50,82,72,50,45,51,51,59,49,38,39,52,67,64,48,60,46,46,50,50,42,48,46,76,70,44,68,2,A jacket for my wife,,,,,,
2018-12-07 15:02:23,2018-12-07 15:12:33,0,75.117.140.59,100,610,1,2018-12-07 15:12:34,R_291ieyObUBeyF6Z,,,,,41.041107177734375,-79.50170135498046875,anonymous,EN,XXLJ,1,33,6,6,0,0,0,0,1,,1,,1,,11,20,39,,,,,2,4,2,2,92,37,92,55,5,52,92,99,10,69,88,80,23,100,23,88,14,58,56,2,100,83,52,52,72,29,5,54,11,81,6,48,85,1,nothing. we have no money,,,,,,
2018-12-07 15:05:23,2018-12-07 15:17:04,0,184.18.193.7,100,701,1,2018-12-07 15:17:04,R_3NXkbj4wzGLjiol,,,,,41.1464996337890625,-85.123199462890625,anonymous,EN,T0U3,1,32,6,5,1,1,1,0,1,,1,,6,,,,15,,,,,4,4,3,4,70,70,70,70,50,70,70,70,70,49,65,75,75,75,75,51,75,75,75,75,50,75,74,74,74,74,66,75,74,74,75,63,74,1,"some kids toy ",,,,,,
2018-12-07 15:31:41,2018-12-07 15:36:01,0,99.13.250.13,100,259,1,2018-12-07 15:36:03,R_22Wj0xd9tZuHecs,,,,,29.0247039794921875,-80.95839691162109375,anonymous,EN,4XAS,1,67,6,5,0,0,0,0,1,,2,,7,,,,10,,,,,5,1,5,5,96,95,96,95,97,96,96,96,97,96,97,97,83,98,88,90,85,96,86,74,62,92,97,95,96,96,51,96,95,96,96,96,96,1,nothing,,,,,,
2018-12-07 15:32:25,2018-12-07 15:39:58,0,108.185.71.126,100,452,1,2018-12-07 15:39:58,R_2upPrkuWKYxmYiv,,,,,33.9217987060546875,-118.139495849609375,anonymous,EN,HOLO,2,32,2,5,1,0,0,0,1,,1,,5,,,4,5,,,,,1,5,5,1,90,86,98,95,84,88,88,99,88,45,65,84,82,90,84,78,84,84,88,84,76,76,84,82,83,82,68,76,82,98,84,66,88,3,"I purchased several computer parts to build my own personal computer. I bought the parts from various retailers in order to maximize the money I saved from sales. ",,,,,,
2018-12-07 15:51:15,2018-12-07 16:01:25,0,98.214.237.154,100,610,1,2018-12-07 16:01:25,R_2ZODdgMhyD2QXfG,,,,,39.858306884765625,-88.938201904296875,anonymous,EN,QFCW,2,44,6,2,0,0,0,0,1,,2,,7,,,,14,,,,,5,1,1,5,84,84,84,84,84,84,84,100,64,51,52,88,88,88,88,88,88,88,88,88,88,88,87,87,86,87,87,87,86,93,39,63,87,3,"I purchased over 200 different items from amazon, walmart and about 20 other different retailers",,,,,,
2018-11-30 16:40:24,2018-11-30 16:45:08,0,71.251.30.228,89,283,0,2018-12-07 16:45:30,R_12Q07XyhyLHgiHA,,,,,,,anonymous,EN,O06H,2,62,6,6,0,0,0,0,1,,2,,2,,,14,33,,,,,4,3,3,4,90,50,95,90,30,90,75,90,90,65,65,85,72,90,85,65,90,77,85,75,85,90,,,,,,,,,,,,,,,,,,,
2018-12-07 17:05:42,2018-12-07 17:08:40,0,74.194.122.201,100,178,1,2018-12-07 17:08:41,R_24d4tjR7d16zZFX,,,,,36.331207275390625,-92.37529754638671875,anonymous,EN,YWZN,2,23,6,2,0,0,0,0,4,,,1,7,,,,4,,,,,4,2,2,4,50,50,50,50,50,50,40,64,65,35,50,50,50,50,50,34,50,21,54,50,35,50,50,50,50,50,46,50,16,53,50,42,50,1,Nothing,,,,,,
2018-12-07 17:05:44,2018-12-07 17:12:51,0,98.178.210.155,100,426,1,2018-12-07 17:12:51,R_3eh899UzZvGptEg,,,,,29.9987030029296875,-90.0446014404296875,anonymous,EN,EBYP,2,40,1,5,0,1,1,1,1,,1,,6,,,,19,,,,,2,4,5,1,75,75,90,70,25,50,70,80,50,15,40,75,75,85,75,20,50,65,75,50,25,50,63,60,75,63,15,50,50,75,45,25,60,2,I purchased several video games .,,,,,,
2018-12-07 17:22:54,2018-12-07 17:28:00,0,49.206.112.239,100,306,1,2018-12-07 17:28:01,R_2QAvzmcq2b4nBne,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,7YSW,1,26,6,5,1,1,1,1,2,2,,,1,,93,100,5,,,,,4,5,4,4,100,77,81,67,58,84,73,66,89,93,90,90,77,91,93,79,79,70,89,72,100,97,91,99,90,77,75,88,74,90,89,100,90,2,ipads,,,,,,
2018-12-07 17:05:33,2018-12-07 17:32:46,0,174.53.4.82,100,1632,1,2018-12-07 17:32:46,R_1r6YuAoFWXdVn0G,,,,,34.8058929443359375,-92.230499267578125,anonymous,EN,PJMI,1,50,6,3,0,0,0,0,1,,2,,7,,,,4,,,,,2,4,3,2,65,65,100,100,53,100,74,100,80,19,26,83,83,93,65,19,56,72,76,81,50,54,39,49,71,51,34,47,66,95,62,100,99,1,"Nerf gun, Griddle",,,,,,
2018-12-07 17:32:38,2018-12-07 17:35:30,0,165.225.0.109,100,171,1,2018-12-07 17:35:31,R_1jJru34jYJLUO9V,,,,,42.1598052978515625,-87.9644012451171875,anonymous,EN,RLAF,2,23,6,5,1,0,1,0,4,,,2,1,,0,8,51,,,,,5,1,1,4,50,20,92,87,25,18,2,100,10,9,19,60,9,92,82,4,49,1,71,71,24,35,62,2,90,78,37,0,2,100,100,75,55,1,Nothing was purchased,,,,,,
2018-12-07 17:36:14,2018-12-07 17:43:28,0,98.159.196.54,100,434,1,2018-12-07 17:43:29,R_BKbWV7ZAbGOZ2HT,,,,,34.6179962158203125,-86.0561981201171875,anonymous,EN,LM12,2,25,6,5,0,1,0,0,2,2,,,1,,100,2,1,,,,,4,3,2,4,100,1,100,99,1,1,1,100,99,1,77,98,1,100,30,1,1,1,100,100,55,100,100,2,100,52,1,1,1,99,100,51,100,3,toys for my kids and new phones,,,,,,
2018-12-07 17:45:17,2018-12-07 17:49:38,0,65.31.180.86,100,261,1,2018-12-07 17:49:39,R_vVOqXhBIRRPXqcp,,,,,42.8892059326171875,-87.90270233154296875,anonymous,EN,KHNX,2,22,6,2,0,0,0,1,3,,,2,1,,100,100,51,,,,,1,5,5,1,50,84,81,97,52,95,84,100,98,50,76,97,94,97,97,92,82,83,71,89,97,95,80,95,96,94,96,98,100,100,97,97,92,1,"I didn't really buy anything interesting, I just bought some clothes.",,,,,,
2018-12-07 18:06:01,2018-12-07 18:07:53,0,68.46.231.43,100,111,1,2018-12-07 18:07:53,R_31T3wn6FohGHFsH,,,,,31.148101806640625,-85.37180328369140625,anonymous,EN,AXWS,2,27,"3,6",5,0,0,0,1,1,,1,,7,,,,1,,,,,4,3,4,3,100,100,100,100,100,100,100,100,100,37,48,100,100,100,100,87,100,100,100,100,37,100,100,100,100,100,55,100,100,100,24,100,100,1,nothing,,,,,,
2018-12-07 18:05:28,2018-12-07 18:08:29,0,96.232.36.173,100,180,1,2018-12-07 18:08:30,R_C4uIHkLUqFdihTH,,,,,40.6251068115234375,-74.03029632568359375,anonymous,EN,2KWD,1,30,2,5,0,0,0,0,3,,,1,1,,59,79,33,,,,,2,4,4,2,80,80,87,88,50,88,88,91,88,23,65,89,91,90,91,37,91,91,90,90,71,79,89,89,91,90,67,90,90,90,96,67,90,1,iphone software,,,,,,
2018-12-07 18:04:07,2018-12-07 18:09:15,0,71.71.214.155,100,307,1,2018-12-07 18:09:15,R_1DSTR9428c8EUey,,,,,35.220001220703125,-80.7881011962890625,anonymous,EN,C6D4,2,33,1,3,0,0,0,0,1,,2,,6,,,,34,,,,,1,5,5,1,85,90,90,90,80,90,90,100,65,60,65,100,100,100,100,90,100,100,100,80,90,100,90,100,100,100,90,100,100,100,25,80,100,1,I did not purchase anything on Black Friday or Cyber Monday.,,,,,,
2018-12-07 18:03:47,2018-12-07 18:09:38,0,98.159.196.54,100,350,1,2018-12-07 18:09:38,R_2uJqCB9WhRdYoU1,,,,,34.6179962158203125,-86.0561981201171875,anonymous,EN,DMZR,2,25,6,3,0,1,0,0,2,2,,,1,,43,48,1,,,,,4,5,3,2,100,0,100,100,1,1,1,100,100,100,100,99,1,100,100,1,1,1,100,100,100,100,100,1,100,100,1,1,1,100,99,99,100,2,toys,,,,,,
2018-12-07 18:04:02,2018-12-07 18:09:51,0,69.244.199.203,100,349,1,2018-12-07 18:09:51,R_3EVWdS4ypz3PeHJ,,,,,36.0724945068359375,-86.7239990234375,anonymous,EN,JV0T,2,23,6,5,0,1,1,1,1,,2,,1,,30,74,44,,,,,1,5,4,2,58,94,92,93,78,93,93,93,95,23,21,62,57,86,71,22,74,87,48,46,21,74,52,70,77,66,28,68,71,72,72,35,53,2,"A small tv. ",,,,,,
2018-12-07 18:06:27,2018-12-07 18:11:41,0,159.118.91.49,100,313,1,2018-12-07 18:11:41,R_1WSMwcIA2HN3Ym5,,,,,33.7429962158203125,-90.73090362548828125,anonymous,EN,UF6N,1,33,1,6,1,1,1,1,1,,2,,1,,70,70,25,,,,,3,5,5,3,60,70,60,100,50,50,50,100,50,70,90,70,100,80,100,60,60,50,100,60,100,100,40,75,50,60,50,50,30,90,40,70,80,1,I didn't really purchase anything on Black Friday or Cyber Monday 2018,,,,,,
2018-12-07 18:07:42,2018-12-07 18:11:56,0,73.194.199.39,100,253,1,2018-12-07 18:11:56,R_eDjV5TE6r135K01,,,,,39.7552032470703125,-74.24700164794921875,anonymous,EN,HHA9,2,45,6,3,1,1,1,1,3,,,2,2,,,35,31,,,,,5,1,2,4,74,63,86,65,32,38,13,89,86,34,51,82,66,88,65,17,30,18,82,81,46,59,75,62,71,64,32,30,15,92,89,50,57,2,chromebook,,,,,,
2018-12-07 18:05:39,2018-12-07 18:11:57,0,100.7.52.238,100,378,1,2018-12-07 18:11:58,R_2QWcJ2x87gqwpVx,,,,,37.510894775390625,-77.6428985595703125,anonymous,EN,ZOE7,1,43,6,6,1,1,1,1,2,1,,,1,,80,85,48,,,,,2,4,4,3,45,50,64,59,40,53,50,60,50,40,25,60,43,66,43,50,35,50,50,50,33,40,60,60,70,50,40,35,60,50,60,40,75,3,A large television,,,,,,
2018-12-07 18:09:30,2018-12-07 18:14:48,0,24.180.227.25,100,317,1,2018-12-07 18:14:48,R_1i8VLz9gHXizG6m,,,,,43.822296142578125,-84.76349639892578125,anonymous,EN,RP16,1,28,6,3,1,1,1,1,2,1,,,1,,92,81,23,,,,,4,2,3,3,88,85,100,57,50,30,50,100,100,34,77,90,84,99,73,78,67,66,100,100,89,87,80,77,96,61,53,20,28,97,99,28,84,3,"Toys for my kids (barbie, rocking horse, calico critter house, play food truck, doc mcstuffins crib) anti-gravity chair, ladder, pajamas",,,,,,
2018-12-07 18:08:16,2018-12-07 18:16:42,0,49.206.112.239,100,506,1,2018-12-07 18:16:42,R_1AkZh1x2EWaF1Ch,,,,,13.0832977294921875,80.283294677734375,anonymous,EN,I5J3,1,27,6,5,1,0,1,0,2,2,,,1,,80,92,5,,,,,4,5,3,4,91,51,51,74,76,86,75,63,87,73,79,86,70,60,60,75,75,75,89,90,71,85,82,88,74,69,83,69,79,79,66,90,53,2,I purchase the cloths and the food products,,,,,,
2018-12-07 18:06:18,2018-12-07 18:16:59,0,205.197.219.74,100,641,1,2018-12-07 18:16:59,R_3I0LDQAAWba4eeI,,,,,39.97369384765625,-111.80370330810546875,anonymous,EN,OC9Q,1,35,6,5,0,1,1,0,2,1,,,1,,0,96,46,,,,,4,3,3,4,95,95,100,85,51,78,50,100,100,51,65,100,100,100,93,78,87,94,92,95,79,96,99,98,98,96,50,50,50,99,100,50,98,2,"a tablet, a cell phone, clothing",,,,,,
2018-12-07 18:13:20,2018-12-07 18:17:33,0,23.119.201.59,100,252,1,2018-12-07 18:17:33,R_3IRJVxglg1vGICp,,,,,32.9073944091796875,-97.42569732666015625,anonymous,EN,UL5L,1,39,6,5,1,1,1,1,2,2,,,1,,65,69,45,,,,,5,2,2,4,80,80,70,95,49,39,45,81,79,50,37,78,69,74,71,38,49,47,89,88,57,74,88,55,61,41,44,26,20,89,60,35,65,2,a bread maker,,,,,,
2018-12-07 18:05:56,2018-12-07 18:18:05,0,72.199.15.160,100,728,1,2018-12-07 18:18:05,R_SSQ7xvaRF1A04Tv,,,,,32.6083984375,-117.0565032958984375,anonymous,EN,Q85C,2,58,2,3,1,0,0,0,2,1,,,1,,10,10,5,,,,,5,1,1,5,75,40,90,80,5,10,60,90,90,25,75,75,65,75,75,5,25,60,75,75,25,75,75,40,75,75,5,25,40,75,75,25,75,2,"A new monitor
Echos",,,,,,
2018-12-07 18:12:25,2018-12-07 18:19:29,0,75.43.36.115,100,424,1,2018-12-07 18:19:29,R_AyTpyWjuR9uOJSF,,,,,38.4174957275390625,-120.79510498046875,anonymous,EN,TM0P,2,50,2,7,1,0,0,1,3,,,2,1,,30,60,5,,,,,5,1,1,5,80,40,81,26,50,10,61,90,81,15,80,79,25,79,25,20,10,35,49,49,20,63,76,51,77,15,10,15,21,74,75,75,75,1,nothing,,,,,,
2018-12-07 18:13:13,2018-12-07 18:20:27,0,172.242.80.22,100,434,1,2018-12-07 18:20:27,R_2ZIa3M3AAMudpYK,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,R2TV,2,35,6,2,0,0,0,0,4,,,1,7,,,,18,,,,,3,5,5,1,50,50,70,60,50,50,60,80,40,30,30,50,50,50,50,40,50,50,50,50,30,50,50,50,50,50,50,50,50,70,30,20,50,3,"50"" TV, ice cream maker from amazon, 2"" fat bar from titan fitness",,,,,,
2018-12-07 18:20:22,2018-12-07 18:24:17,0,73.52.181.76,100,235,1,2018-12-07 18:24:17,R_vCDGGgHOgYZuHq9,,,,,41.086395263671875,-112.04509735107421875,anonymous,EN,QKOC,2,19,6,2,0,0,0,0,2,1,,,6,,,,46,,,,,4,1,1,4,77,62,88,90,24,43,42,99,90,51,65,77,40,67,62,49,45,25,67,65,24,72,89,58,60,71,43,48,33,96,82,66,71,3,Xbox one S,,,,,,
2018-12-07 18:18:13,2018-12-07 18:24:48,0,45.56.148.2,100,394,1,2018-12-07 18:24:48,R_29cPT56JUr7ug7F,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,87S9,1,34,5,5,0,1,1,1,2,1,,,1,,100,100,11,,,,,2,4,3,4,80,43,67,37,16,56,43,82,73,76,37,81,50,57,82,8,45,19,91,93,75,76,79,48,64,59,11,79,51,88,87,66,82,2,Fire TV Cube 4K,,,,,,
2018-12-07 18:23:38,2018-12-07 18:29:18,0,35.134.249.145,100,340,1,2018-12-07 18:29:18,R_2tcnjmxqNkvjvvg,,,,,41.1033935546875,-104.9058990478515625,anonymous,EN,NDFB,1,48,6,5,1,1,1,0,2,2,,,1,,93,100,52,,,,,5,1,1,5,89,63,94,1,51,3,38,100,100,53,52,89,92,96,8,48,49,49,97,97,68,79,77,69,88,7,51,3,0,100,97,50,51,2,Chromebook and new Roku,,,,,,
2018-12-07 18:24:11,2018-12-07 18:30:30,0,104.244.146.67,100,379,1,2018-12-07 18:30:30,R_1i9kfwjfDQFH8xN,,,,,32.1443023681640625,-85.71489715576171875,anonymous,EN,MEAM,1,39,1,2,1,1,1,1,4,,,2,3,,,100,1,,,,,1,5,3,1,79,79,90,100,47,100,100,100,100,20,75,100,90,100,100,75,100,99,100,100,30,90,0,95,90,80,50,80,98,75,0,50,80,1,A pair of collectible toy trucks,,,,,,
2018-12-07 18:21:49,2018-12-07 18:30:47,0,97.73.80.43,100,537,1,2018-12-07 18:30:47,R_2n5owCx6riytRjX,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,VJFP,1,34,1,6,1,1,1,0,3,,,1,1,,85,90,48,,,,,2,5,5,1,80,80,80,80,50,85,80,91,90,50,50,85,85,85,85,50,75,85,85,85,85,85,70,70,70,70,50,70,70,70,70,85,70,1,"I did not participate this year. ",,,,,,
2018-12-07 18:26:00,2018-12-07 18:31:40,0,198.37.198.125,100,340,1,2018-12-07 18:31:41,R_2XnxzZN13SjWmx9,,,,,38.211700439453125,-84.5561981201171875,anonymous,EN,OIBN,1,34,"1,2",4,0,0,0,0,1,,2,,1,,83,67,18,,,,,2,4,5,2,79,88,74,89,65,76,81,88,65,69,61,71,62,74,58,51,59,51,76,55,59,76,56,76,63,63,45,61,54,82,27,90,69,2,toys and clothing,,,,,,
2018-11-30 18:28:20,2018-11-30 18:32:17,0,69.76.161.83,85,237,0,2018-12-07 18:32:20,R_6sWyd3P2r3op84N,,,,,,,anonymous,EN,CIZQ,2,24,3,4,1,0,0,0,2,1,,,1,,0,0,26,,,,,4,2,2,4,84,83,83,85,80,82,85,96,96,21,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
